station,x,y,z_base,z_crest
139.5,76.15953609598849,-16.844140276185882,-17.438000000000002,0.0
140.0,76.04999683214487,-17.33199301380987,-17.192,0.0
140.5,75.9373325791323,-17.819133558235936,-16.946,0.0
141.0,75.82154796646539,-18.305541892251888,-16.700000000000003,0.0
141.5,75.70264775187815,-18.791198028732953,-16.454,0.0
142.0,75.58063682112866,-19.276082011463092,-16.208000000000002,0.0
142.5,75.45552018779813,-19.760173915955036,-15.962,0.0
143.0,75.32730299308498,-20.24345385026899,-15.716000000000001,0.0
143.5,75.1959905055936,-20.725901955830015,-15.469999999999999,0.0
144.0,75.06158812111775,-21.207498408244078,-15.224,0.0
144.5,74.92410136241897,-21.688223418112617,-14.978,0.0
145.0,74.78353587899954,-22.168057231845737,-14.732,0.0
145.5,74.6398974468704,-22.64698013247391,-14.486,0.0
146.0,74.4931919683138,-23.124972440458126,-14.24,0.0
146.5,74.3434254716407,-23.602014514498634,-13.99388888888889,0.0
147.0,74.19060411094314,-24.078086752341957,-13.747777777777777,0.0
147.5,74.03473416584136,-24.553169591586407,-13.501666666666667,0.0
148.0,73.87582204122565,-25.027243510485906,-13.255555555555556,0.0
148.5,73.71387426699333,-25.50028902875217,-13.009444444444444,0.0
149.0,73.54889749778032,-25.9722867083552,-12.763333333333334,0.0
149.5,73.38089851268771,-26.44321715432196,-12.517222222222223,0.0
150.0,73.20988421500321,-26.91306101553341,-12.27111111111111,0.0
150.5,73.03586163191748,-27.381798985519616,-12.025,0.0
151.0,72.85883791423542,-27.849411803253073,-11.77888888888889,0.0
151.5,72.67882033608223,-28.31588025394021,-11.532777777777778,0.0
152.0,72.49581629460458,-28.781185169810932,-11.286666666666667,0.0
152.5,72.30983330966669,-29.245307430906212,-11.040555555555557,0.0
153.0,72.12087902354122,-29.7082279658638,-10.794444444444444,0.0
153.5,71.92896120059534,-30.169927752701863,-10.548333333333334,0.0
154.0,71.73408772697162,-30.630387819600642,-10.302222222222223,0.0
154.5,71.53626661026401,-31.089589245682006,-10.056111111111111,0.0
155.0,71.33550597918878,-31.547513161786945,-9.81,0.0
155.5,71.13181408325055,-32.00414075125092,-9.56409090909091,0.0
156.0,70.92519929240318,-32.45945325067711,-9.318181818181818,0.0
156.5,70.715670096706,-32.9134319507073,-9.072272727272727,0.0
157.0,70.50323510597488,-33.366058196790824,-8.826363636363636,0.0
157.5,70.28790304942835,-33.817313389951025,-8.580454545454547,0.0
158.0,70.06968277532906,-34.2671789875495,-8.334545454545456,0.0
158.5,69.8485832506201,-34.71563650404807,-8.088636363636365,0.0
159.0,69.62461356055651,-35.162667511768376,-7.842727272727274,0.0
159.5,69.39778290833208,-35.60825364164905,-7.596818181818183,0.0
160.0,69.16810061470103,-36.0523765840006,-7.3509090909090915,0.0
160.5,68.93557611759515,-36.49501808925768,-7.105,0.0
161.0,68.70021897173584,-36.93615996872912,-6.859090909090909,0.0
